#,time(s),count A,count B,count C,count D
593,2.965,39,24,,
594,2.97,39,23,,
595,2.975,39,22,,
596,2.98,39,21,,
597,2.985,39,20,,
598,2.99,38,19,,
599,2.995,38,18,,
600,3,38,16,,
601,3.005,38,15,,
602,3.01,38,14,,
603,3.015,38,13,,
604,3.02,38,12,,
605,3.025,38,10,,
606,3.03,37,10,,
607,3.035,37,8,,
608,3.04,36,7,,
609,3.045,36,6,,
610,3.05,36,5,,
611,3.055,36,4,,
612,3.06,35,2,,
613,3.065,35,2,,
614,3.07,34,0,,
615,3.075,34,-1,,
616,3.08,33,-2,,
617,3.085,32,-3,,
618,3.09,32,-4,,
619,3.095,32,-5,,
620,3.1,31,-6,,
621,3.105,30,-7,,
622,3.11,30,-8,,
623,3.115,29,-9,,
624,3.12,28,-10,,
625,3.125,27,-11,,
626,3.13,26,-12,,
627,3.135,26,-13,,
628,3.14,25,-14,,
629,3.145,24,-14,,
630,3.15,23,-15,,
631,3.155,22,-16,,
632,3.16,22,-17,,
633,3.165,20,-18,,
634,3.17,20,-18,,
635,3.175,18,-19,,
636,3.18,18,-20,,
637,3.185,16,-21,,
638,3.19,16,-21,,
639,3.195,14,-22,,
640,3.2,13,-22,,
641,3.205,12,-23,,
642,3.21,11,-24,,
643,3.215,10,-24,,
644,3.22,8,-25,,
645,3.225,8,-25,,
646,3.23,6,-26,,
647,3.235,5,-26,,
648,3.24,4,-27,,
649,3.245,3,-27,,
650,3.25,2,-28,,
651,3.255,0,-28,,
652,3.26,-1,-28,,
653,3.265,-2,-29,,
654,3.27,-4,-29,,
655,3.275,-5,-29,,
656,3.28,-6,-30,,
657,3.285,-7,-30,,
658,3.29,-8,-30,,
659,3.295,-10,-30,,
660,3.3,-11,-30,,
661,3.305,-12,-31,,
662,3.31,-14,-31,,
663,3.315,-15,-31,,
664,3.32,-16,-31,,
665,3.325,-18,-32,,
666,3.33,-18,-32,,
667,3.335,-20,-32,,
668,3.34,-21,-32,,
669,3.345,-22,-32,,
670,3.35,-24,-32,,
671,3.355,-25,-32,,
672,3.36,-26,-32,,
673,3.365,-27,-32,,
674,3.37,-28,-32,,
675,3.375,-29,-32,,
676,3.38,-30,-32,,
677,3.385,-32,-32,,
678,3.39,-32,-32,,
679,3.395,-34,-32,,
680,3.4,-34,-32,,
681,3.405,-36,-32,,
682,3.41,-36,-32,,
683,3.415,-38,-32,,
684,3.42,-38,-32,,
685,3.425,-39,-32,,
686,3.43,-40,-32,,
687,3.435,-41,-32,,
688,3.44,-42,-32,,
689,3.445,-42,-31,,
690,3.45,-43,-31,,
691,3.455,-44,-31,,
692,3.46,-44,-31,,
693,3.465,-45,-31,,
694,3.47,-46,-31,,
695,3.475,-46,-31,,
696,3.48,-47,-31,,
697,3.485,-47,-31,,
698,3.49,-48,-30,,
